word,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust,freq
disillusionment,1,0,1,0,0,1,0,1,0,0,1
impose,0,0,0,0,0,0,0,0,0,0,1
granule,0,0,0,0,0,0,0,0,0,0,1
kneel,0,0,0,0,0,0,0,0,0,0,1
motion,0,1,0,0,0,0,0,0,0,0,1
turn,0,0,0,0,0,0,0,0,0,0,1
place,0,0,0,0,0,0,0,0,0,0,1
swine,0,0,1,0,0,1,0,0,0,0,1
swing,0,0,0,0,0,0,0,0,0,0,1
margin,0,0,0,0,0,1,0,1,0,0,1
unborn,0,0,0,0,0,1,0,0,0,0,1
gusty,0,0,0,0,0,0,0,0,0,0,1
childhood,0,0,0,0,1,0,1,0,0,0,1
uninspired,0,0,0,0,0,1,0,1,0,0,1
origin,0,0,0,0,0,0,0,0,0,0,1
unison,0,0,0,0,0,0,1,0,0,0,1
suspend,0,0,0,0,0,0,0,0,0,0,1
surviving,0,0,0,0,0,0,0,0,0,0,1
revenue,0,0,0,0,0,0,0,0,0,0,1
wave,0,0,0,0,0,0,0,0,0,0,1
coming,0,1,0,0,0,0,0,0,0,0,1
symbolic,0,0,0,0,0,0,1,0,0,0,1
transform,0,0,0,0,0,0,0,0,0,0,1
clumsy,0,0,1,0,0,1,0,0,0,0,1
soaring,0,0,0,0,0,0,0,0,0,0,1
generative,0,0,0,0,0,0,0,0,0,0,1
array,0,0,0,0,0,0,1,0,0,0,1
engineer,0,0,0,0,0,0,0,0,0,0,1
disinterested,0,0,0,0,0,1,0,0,0,0,1
necessarily,0,0,0,0,0,0,0,0,0,0,1
afterthought,0,0,0,0,0,0,0,0,0,0,1
district,0,0,0,0,0,0,0,0,0,0,1
placard,0,0,0,0,0,0,0,0,1,0,1
earthy,0,0,0,0,0,0,0,0,0,0,1
haggle,0,0,0,0,0,0,0,0,0,0,1
plastic,0,0,0,0,0,0,0,0,0,0,1
stimulation,0,0,0,0,0,0,0,0,0,0,1
cooling,0,0,0,0,0,0,0,0,0,0,1
fortuitous,0,0,0,0,0,0,0,0,0,0,1
chastity,0,1,0,0,0,0,1,0,0,1,1
renter,0,0,0,0,0,0,0,0,0,0,1
bounty,0,1,0,0,1,0,1,0,0,1,1
legally,0,0,0,0,0,0,0,0,0,0,1
white,0,1,0,0,1,0,1,0,0,1,1
utmost,0,0,0,0,0,0,0,0,0,0,1
girder,0,0,0,0,0,0,1,0,0,1,1
hug,0,0,0,0,1,0,1,0,0,1,1
wrongdoing,1,0,1,0,0,1,0,1,0,0,1
hub,0,0,0,0,0,0,0,0,0,0,1
reverie,0,0,0,0,1,0,1,0,0,1,1
hum,0,0,0,0,0,0,0,0,0,0,1
hurtful,1,0,1,1,0,1,0,1,0,0,1
hut,0,0,0,0,0,0,1,1,0,0,1
released,0,0,0,0,0,0,0,0,0,0,1
enigma,0,0,0,0,0,0,0,0,0,0,1
naught,0,0,0,0,0,0,0,0,0,0,1
copy,0,0,0,0,0,1,0,0,0,0,1
holder,0,0,0,0,0,0,0,0,0,0,1
intrinsically,0,0,0,0,0,0,0,0,0,0,1
population,0,0,0,0,0,0,1,0,0,0,1
wide,0,0,0,0,0,0,0,0,0,0,1
orchard,0,0,0,0,0,0,0,0,0,0,1
diplomatic,0,0,0,0,0,0,1,0,0,1,1
war,0,0,0,1,0,1,0,0,0,0,1
accused,1,0,0,1,0,1,0,0,0,0,1
dextrose,0,0,0,0,0,0,0,0,0,0,1
ooze,0,0,1,0,0,1,0,0,0,0,1
mindful,0,0,0,0,0,0,1,0,0,0,1
aesthetic,0,0,0,0,0,0,1,0,0,0,1
cards,0,0,0,0,0,0,0,0,0,0,1
poisoning,0,0,1,0,0,1,0,0,0,0,1
mariner,0,0,0,0,0,0,0,0,0,0,1
oath,0,0,0,0,0,0,1,0,0,1,1
powder,0,0,0,0,0,0,0,0,0,0,1
wavy,0,0,0,0,0,0,0,0,0,0,1
armored,0,0,0,1,0,0,0,0,0,0,1
generality,0,0,0,0,0,0,0,0,0,0,1
generalization,0,0,0,0,0,0,0,0,0,0,1
ant,0,0,0,0,0,0,0,0,0,0,1
episcopal,0,0,0,0,0,0,0,0,0,1,1
pastime,0,0,0,0,0,0,1,0,0,0,1
rent,0,0,0,0,0,0,0,0,0,0,1
dragon,0,0,0,1,0,0,0,0,0,0,1
pry,1,1,0,0,0,1,0,0,0,1,1
dryness,0,0,0,0,0,0,0,0,0,0,1
humiliation,0,0,1,0,0,1,0,1,0,0,1
superman,0,0,0,0,1,0,1,0,0,1,1
mislead,1,0,0,1,0,1,0,0,0,1,1
conversion,0,0,0,0,0,0,0,0,0,0,1
astonishingly,0,0,0,0,0,0,1,0,1,0,1
silhouette,0,0,0,0,0,0,0,0,0,0,1
bloodhound,0,0,0,0,0,0,0,0,0,0,1
wanderer,0,0,0,0,0,0,0,0,0,0,1
reign,0,0,0,0,0,0,0,0,0,0,1
transcription,0,0,0,0,0,0,0,0,0,0,1
sew,0,0,0,0,0,0,0,0,0,0,1
snowy,0,0,0,0,0,0,0,0,0,0,1
emphasis,0,0,0,0,0,0,0,0,0,0,1
animation,0,0,0,0,0,0,0,0,0,0,1
fracture,0,0,0,0,0,1,0,0,0,0,1
thermometer,0,0,0,0,0,0,0,0,0,1,1
resembling,0,0,0,0,0,0,0,0,0,0,1
sorority,0,0,0,0,0,0,0,0,0,0,1
tambourine,0,0,0,0,0,0,0,0,0,0,1
paraphrase,0,0,0,0,0,1,1,0,0,0,1
blunt,0,0,0,0,0,0,0,0,0,0,1
visitation,0,0,0,0,0,1,0,0,0,0,1
surf,0,0,0,0,0,0,0,0,0,0,1
urge,0,0,0,0,0,0,0,0,0,0,1
commonplace,0,1,0,0,0,0,0,0,0,1,1
multiple,0,0,0,0,0,0,0,0,0,0,1
equestrian,0,0,0,0,0,0,0,0,0,0,1
tornado,0,0,0,1,0,0,0,0,0,0,1
indelible,0,0,0,0,0,0,1,0,0,1,1
betrayal,1,0,1,0,0,1,0,1,0,0,1
appurtenances,0,0,0,0,0,0,0,0,0,0,1
boiling,0,0,0,0,0,0,0,0,0,0,1
donation,0,0,0,0,0,0,1,0,0,0,1
consignment,0,0,0,0,0,0,0,0,0,0,1
clatter,0,0,0,0,0,0,0,0,0,0,1
librarian,0,0,0,0,0,0,0,0,0,0,1
therapeutic,0,0,0,0,1,0,1,0,0,1,1
aerodrome,0,0,0,0,0,0,0,0,0,0,1
latex,0,0,0,0,0,0,0,0,0,0,1
tendon,0,0,0,0,0,0,0,0,0,0,1
annul,0,0,0,0,0,1,0,0,0,0,1
adopt,0,0,0,0,0,0,0,0,0,0,1
hungry,0,1,0,0,0,1,0,0,0,0,1
mountainous,0,0,0,0,0,0,0,0,0,0,1
cortex,0,0,0,0,0,0,0,0,0,0,1
cruelly,1,0,0,1,0,1,0,0,0,0,1
uncle,0,0,0,0,0,0,0,0,0,0,1
senior,0,0,0,0,0,0,0,0,0,0,1
turmeric,0,0,0,0,0,0,0,0,0,0,1
masturbation,0,0,0,0,0,0,0,0,0,0,1
detective,0,0,0,0,0,0,0,0,0,0,1
perch,0,0,0,0,0,0,0,0,0,0,1
permeable,0,0,0,0,0,0,0,0,0,0,1
horribly,0,0,0,0,0,1,0,0,0,0,1
forage,0,0,0,0,0,1,0,0,0,0,1
solar,0,0,0,0,0,0,0,0,0,0,1
cheat,1,0,1,0,0,1,0,0,0,0,1
cheap,0,0,0,0,0,1,0,0,0,0,1
trespass,1,0,0,0,0,1,0,0,0,0,1
ostensible,0,0,0,0,0,0,0,0,0,0,1
superb,0,0,0,0,0,0,1,0,0,0,1
mister,0,0,0,0,0,0,0,0,0,0,1
hustler,0,0,0,0,0,1,0,0,0,0,1
trot,0,0,0,0,0,0,0,0,0,0,1
homology,0,0,0,0,0,0,1,0,0,0,1
protrusion,0,0,0,0,0,0,0,0,0,0,1
witch,1,0,1,1,0,1,0,0,0,0,1
nadir,0,0,0,0,0,1,0,0,0,0,1
gulf,0,0,0,0,0,0,0,0,0,0,1
favor,0,0,0,0,0,0,0,0,0,0,1
gull,0,0,0,0,0,1,0,0,0,0,1
written,0,0,0,0,0,0,0,0,0,0,1
shimmer,0,0,0,0,0,0,0,0,0,0,1
crime,1,0,0,0,0,1,0,0,0,0,1
gulp,0,0,0,1,0,0,0,0,1,0,1
winged,0,0,0,0,0,0,0,0,0,0,1
fickle,0,0,0,0,0,1,0,0,0,0,1
matted,0,0,0,0,0,0,0,0,0,0,1
believing,0,0,0,0,0,0,1,0,0,1,1
partake,0,0,0,0,0,0,1,0,0,1,1
invocation,0,1,0,0,0,0,0,0,0,1,1
crimp,0,0,0,0,0,0,0,0,0,0,1
luxuriant,0,0,0,0,0,0,1,0,0,0,1
thankful,0,0,0,0,1,0,1,0,0,0,1
oblique,0,0,0,0,0,0,0,0,0,0,1
centrally,0,0,0,0,0,0,0,0,0,0,1
tinnitus,0,0,0,0,0,0,0,0,0,0,1
lighten,0,0,0,0,0,0,0,0,0,0,1
lug,0,0,0,0,0,0,0,0,0,0,1
begging,0,0,0,0,0,1,0,0,0,0,1
expectation,0,1,0,0,0,0,1,0,0,0,1
bareback,0,0,0,0,0,0,0,0,0,0,1
tailor,0,0,0,0,0,0,0,0,0,0,1
plinth,0,0,0,0,0,0,0,0,0,0,1
dye,0,0,0,0,0,0,0,0,0,0,1
hedge,0,0,0,0,0,0,0,0,0,0,1
primates,0,0,0,0,0,0,0,0,0,0,1
treachery,1,0,0,1,0,1,0,1,1,0,1
cautionary,0,0,0,1,0,0,0,0,0,0,1
homestead,0,0,0,0,0,0,0,0,0,0,1
closure,0,1,0,0,1,0,1,1,0,0,1
reveal,0,0,0,0,0,0,0,0,0,0,1
unbroken,0,0,0,0,0,0,1,0,0,1,1
pinnacle,0,0,0,0,0,0,1,0,0,0,1
sabotage,1,0,1,1,0,1,0,1,1,0,1
workman,0,0,0,0,0,0,0,0,0,0,1
obliterate,1,0,0,1,0,1,0,1,0,0,1
impolite,0,0,1,0,0,1,0,0,0,0,1
joker,0,0,0,0,1,0,1,0,1,0,1
barbaric,1,0,1,1,0,1,0,0,0,0,1
paper,0,0,0,0,0,0,0,0,0,0,1
bison,0,0,0,0,0,0,0,0,0,0,1
invincible,0,0,0,0,0,0,0,0,0,0,1
tent,0,0,0,0,0,0,0,0,0,0,1
unlicensed,0,0,0,0,0,1,0,0,0,0,1
predisposed,0,0,0,0,0,0,0,0,0,0,1
picnic,0,1,0,0,1,0,1,0,1,1,1
imposing,0,0,0,0,0,0,0,0,0,0,1
prowl,0,0,0,1,0,0,0,0,1,0,1
turntable,0,0,0,0,0,0,0,0,0,0,1
college,0,0,0,0,0,0,0,0,0,0,1
obliging,1,1,1,1,1,0,1,0,1,1,1
optometrist,0,0,0,0,0,0,0,0,0,0,1
uncorrelated,0,0,0,0,0,0,0,0,0,0,1
turbine,0,0,0,0,0,0,0,0,0,0,1
exam,0,0,0,0,0,0,0,0,0,0,1
detect,0,0,0,0,0,0,1,0,0,0,1
commutation,0,0,0,0,0,0,1,0,0,0,1
mortgage,0,0,0,1,0,0,0,0,0,0,1
generosity,0,1,0,0,1,0,1,0,1,1,1
federal,0,0,0,0,0,0,0,0,0,0,1
subsequent,0,0,0,0,0,0,0,0,0,0,1
review,0,0,0,0,0,0,0,0,0,0,1
opening,0,0,0,0,0,0,0,0,0,0,1
telegraph,0,0,0,0,0,0,0,0,0,0,1
keg,0,0,0,0,0,0,0,0,0,0,1
hiss,1,0,0,1,0,1,0,0,0,0,1
postulate,0,0,0,0,0,0,0,0,0,0,1
untrustworthy,1,0,0,0,0,1,0,0,0,0,1
caucus,0,0,0,0,0,0,0,0,0,0,1
perpetuity,0,1,0,0,0,0,1,0,0,1,1
arrival,0,1,0,0,0,0,0,0,0,0,1
multiplied,0,0,0,0,0,0,0,0,0,0,1
refine,0,0,0,0,0,0,1,0,0,0,1
fearless,0,0,0,1,0,0,1,0,0,0,1
inseparable,0,0,0,0,1,0,1,0,0,1,1
guitar,0,0,0,0,0,0,0,0,0,0,1
offices,0,0,0,0,0,0,0,0,0,0,1
animus,1,0,0,0,0,1,0,0,0,0,1
multiplier,0,0,0,0,0,0,0,0,0,0,1
coma,0,0,0,1,0,1,0,1,0,0,1
thrilling,0,1,0,0,1,0,1,0,1,0,1
dutiful,0,1,0,0,0,0,1,0,0,1,1
comb,0,0,0,0,0,0,0,0,0,0,1
inquiring,0,0,0,0,0,0,0,0,0,0,1
acquiring,0,1,0,0,0,0,1,0,0,0,1
emaciated,0,0,0,1,0,1,0,1,0,0,1
mob,1,0,0,1,0,1,0,0,0,0,1
kicking,1,0,0,0,0,0,0,0,0,0,1
region,0,0,0,0,0,0,0,0,0,0,1
mamma,0,0,0,0,0,0,0,0,0,1,1
recumbent,0,0,0,0,0,0,0,0,0,0,1
quiet,0,0,0,0,0,0,1,1,0,0,1
contract,0,0,0,0,0,0,0,0,0,0,1
officer,0,0,0,0,0,0,1,0,0,1,1
propagation,0,0,0,0,0,0,0,0,0,0,1
reverberation,0,0,0,0,0,0,0,0,0,0,1
memorials,0,0,0,0,0,0,0,1,0,0,1
senator,0,0,0,0,0,0,0,0,0,0,1
railway,0,0,0,0,0,0,0,0,0,0,1
penal,0,0,0,1,0,1,0,1,0,0,1
utterance,0,0,0,0,0,0,0,0,0,0,1
weekly,0,0,0,0,0,0,0,0,0,0,1
cabal,0,0,0,1,0,1,0,0,0,0,1
merry,0,0,0,0,1,0,1,0,0,0,1
pox,0,0,0,0,0,0,0,0,0,0,1
color,0,0,0,0,0,0,0,0,0,0,1
continuation,0,1,0,0,0,0,0,0,0,0,1
pot,0,0,0,0,0,0,0,0,0,0,1
robotics,0,0,0,0,0,0,0,0,0,0,1
colony,0,0,0,0,0,0,0,0,0,0,1
period,0,0,0,0,0,0,0,0,0,0,1
insist,0,0,0,0,0,0,0,0,0,0,1
resentment,1,0,1,0,0,1,0,1,0,0,1
satisfaction,0,0,0,0,0,0,0,0,0,0,1
pole,0,0,0,0,0,0,0,0,0,0,1
colon,0,0,0,0,0,0,0,0,0,0,1
babbling,0,0,0,0,0,1,0,0,0,0,1
polo,0,0,0,0,0,0,0,0,0,0,1
bizarre,0,0,0,0,0,1,0,0,1,0,1
poll,0,0,0,0,0,0,0,0,0,1,1
runaway,0,0,0,0,0,1,0,1,0,0,1
scandalous,1,0,0,0,0,1,0,0,0,0,1
votive,0,0,0,0,0,0,0,0,0,1,1
tonsils,0,0,0,0,0,0,0,0,0,0,1
hobo,0,0,0,0,0,1,0,1,0,0,1
nudity,0,0,0,0,0,0,0,0,0,0,1
confessions,0,0,0,0,0,0,0,0,0,0,1
psychics,0,0,0,0,0,0,0,0,0,0,1
umpire,0,0,0,0,0,0,1,0,0,1,1
schoolboy,0,0,0,0,0,0,0,0,0,0,1
engine,0,0,0,0,0,0,0,0,0,0,1
direction,0,0,0,0,0,0,0,0,0,0,1
indirect,0,0,0,0,0,0,0,0,0,0,1
tasteless,0,0,1,0,0,1,0,0,0,0,1
supervisor,0,0,0,0,0,0,0,0,0,0,1
reimburse,0,0,0,0,0,0,1,0,0,0,1
blessing,0,1,0,0,1,0,1,0,0,1,1
innkeeper,0,0,0,0,0,0,0,0,0,0,1
tiger,0,0,0,0,0,0,0,0,0,0,1
mocking,1,0,1,0,0,1,0,1,0,0,1
silk,0,0,0,0,0,0,1,0,0,0,1
minister,0,0,0,0,0,0,0,0,0,0,1
ophthalmic,0,0,0,0,0,0,0,0,0,0,1
hernia,0,0,0,0,0,0,0,0,0,0,1
attentive,0,0,0,0,0,0,1,0,0,1,1
irrelevant,0,0,0,0,0,1,0,0,0,0,1
dribble,0,0,0,0,0,0,0,0,0,0,1
robber,0,0,1,1,0,1,0,0,0,0,1
pilot,0,0,0,0,0,0,1,0,0,1,1
case,0,0,0,1,0,1,0,1,0,0,1
libelous,0,0,0,0,0,0,0,0,0,0,1
amend,0,0,0,0,0,0,1,0,0,0,1
admissibility,0,0,0,0,0,0,0,0,0,0,1
cupping,0,0,1,1,0,1,0,1,0,0,1
cash,1,1,0,1,1,0,1,0,0,1,1
cask,0,0,0,0,0,0,0,0,0,0,1
cast,0,0,0,0,0,0,0,0,0,0,1
prescriptive,0,0,0,0,0,0,0,0,0,0,1
irrespective,0,0,0,0,0,0,0,0,0,0,1
mound,0,0,0,0,0,0,0,0,0,0,1
slippers,0,0,0,0,0,0,0,0,0,0,1
unsatisfactory,0,0,1,0,0,1,0,0,0,0,1
vest,0,0,0,0,0,0,0,0,0,0,1
coupled,0,0,0,0,0,0,0,0,0,0,1
telephone,0,0,0,0,0,0,0,0,0,0,1
discrepancy,0,0,0,0,0,0,0,0,0,0,1
parse,0,0,0,0,0,0,0,0,0,0,1
clutter,0,0,0,0,0,0,0,0,0,0,1
pennant,0,0,0,0,0,0,0,0,0,0,1
ironic,0,0,0,0,0,0,0,0,0,0,1
volition,0,0,0,0,0,0,0,0,0,0,1
candied,0,0,0,0,0,0,1,0,0,0,1
shopkeeper,0,0,0,0,0,0,0,0,0,1,1
helmet,0,0,0,1,0,0,1,0,0,0,1
incursion,0,0,0,1,0,1,0,0,0,0,1
vivid,0,0,0,0,1,0,1,0,0,0,1
author,0,0,0,0,0,0,1,0,0,1,1
alphabet,0,0,0,0,0,0,0,0,0,0,1
fender,0,0,0,0,0,0,0,0,0,1,1
grantee,0,0,0,0,0,0,0,0,0,0,1
bowl,0,0,0,0,0,0,0,0,0,0,1
relaxant,0,0,0,0,0,0,0,0,0,0,1
injurious,1,0,0,1,0,1,0,1,0,0,1
agitated,1,0,0,0,0,1,0,0,0,0,1
reminder,0,0,0,0,0,0,0,0,0,0,1
isle,0,0,0,0,0,0,0,0,0,0,1
moronic,0,0,0,0,0,1,0,0,0,0,1
hermit,0,0,0,0,0,0,0,1,0,1,1
status,0,0,0,0,0,0,1,0,0,0,1
barefoot,0,0,0,0,0,0,0,0,0,0,1
tipsy,0,0,0,0,0,1,0,0,0,0,1
mockery,0,0,1,0,0,1,0,0,0,0,1
nest,0,0,0,0,0,0,0,0,0,1,1
refusal,0,0,0,0,0,1,0,0,0,0,1
driver,0,0,0,0,0,0,0,0,0,0,1
ness,0,0,0,0,0,0,0,0,0,0,1
muffled,0,0,0,0,0,0,0,0,0,0,1
weed,0,0,0,0,0,0,0,0,0,0,1
director,0,0,0,0,0,0,1,0,0,1,1
devoid,0,0,0,0,0,0,0,0,0,0,1
drivel,0,0,1,0,0,1,0,0,0,0,1
canister,0,0,0,0,0,0,0,0,0,0,1
lute,0,0,0,0,0,0,0,0,0,0,1
puke,0,0,1,0,0,0,0,0,0,0,1
statue,0,0,0,0,0,0,1,0,0,0,1
footprint,0,0,0,0,0,0,0,0,0,0,1
changing,0,0,0,0,0,0,0,0,0,0,1
weep,0,0,0,0,0,1,0,1,0,0,1
cartoon,0,0,0,0,0,0,0,0,0,0,1
provost,0,0,0,0,0,0,0,0,0,0,1
villa,0,0,0,0,0,0,0,0,0,0,1
fasting,0,0,0,0,0,1,0,1,0,0,1
inhalation,0,0,0,0,0,0,0,0,0,0,1
minimize,0,0,0,0,0,1,0,0,0,0,1
relegation,0,0,0,0,0,1,0,0,0,0,1
delectable,0,0,0,0,0,0,1,0,0,0,1
desist,1,0,1,0,0,1,0,0,0,0,1
magical,0,1,0,0,1,0,1,0,1,0,1
skirting,0,0,0,0,0,0,0,0,0,0,1
pride,0,0,0,0,1,0,1,0,0,0,1
melodramatic,0,0,0,0,0,0,0,0,0,0,1
relief,0,0,0,0,0,0,1,0,0,0,1
inability,0,0,0,0,0,1,0,1,0,0,1
termination,0,0,0,0,0,1,0,1,0,0,1
model,0,0,0,0,0,0,1,0,0,0,1
reward,0,1,0,0,1,0,1,0,1,1,1
justify,0,0,0,0,0,0,0,0,0,0,1
clog,0,0,0,0,0,0,0,0,0,0,1
bristle,0,0,0,0,0,1,0,0,0,0,1
unconstitutional,0,0,0,0,0,1,0,0,0,0,1
kilt,0,0,0,0,0,0,0,0,0,0,1
ninth,0,0,0,0,0,0,0,0,0,0,1
clot,0,0,0,0,0,0,0,0,0,0,1
lavish,0,0,0,0,0,0,1,0,0,0,1
violent,1,0,1,1,0,1,0,0,1,0,1
cease,0,0,0,0,0,0,0,0,0,0,1
kiln,0,0,0,0,0,0,0,0,0,0,1
differentiation,0,0,0,0,0,0,0,0,0,0,1
polish,0,0,0,0,0,0,1,0,0,0,1
priceless,0,0,0,0,0,0,1,0,0,0,1
hopeful,0,1,0,0,1,0,1,0,1,1,1
satin,0,0,0,0,0,0,1,0,0,0,1
kneeling,0,0,0,0,0,0,0,0,0,0,1
halfway,0,0,0,0,0,1,0,0,0,0,1
announcement,0,1,0,0,0,0,0,0,0,0,1
alphabetical,0,0,0,0,0,0,0,0,0,0,1
blot,0,0,0,0,0,1,0,0,0,0,1
gentleness,0,0,0,0,0,0,1,0,0,0,1
feminist,0,0,0,0,0,0,0,0,0,0,1
rose,0,0,0,0,0,0,0,0,0,0,1
regent,0,0,0,0,0,0,1,0,0,1,1
empiricism,0,0,0,0,0,0,0,0,0,0,1
pallet,0,0,0,0,0,0,0,0,0,0,1
thimble,0,0,0,0,0,0,0,0,0,0,1
interested,0,0,1,0,0,0,1,1,0,0,1
blob,0,0,1,1,0,1,0,0,0,0,1
hind,0,0,0,0,0,0,0,0,0,0,1
flashing,0,0,0,0,0,0,0,0,0,0,1
impound,0,0,0,0,0,1,0,0,0,0,1
kingdom,0,0,0,0,0,0,0,0,0,0,1
whet,0,0,0,0,0,0,0,0,0,0,1
omnipotence,0,0,0,1,0,1,1,0,0,0,1
blowout,0,0,0,0,0,1,0,0,0,0,1
inordinate,0,0,0,0,0,0,0,0,0,0,1
confines,0,0,0,0,0,0,0,0,0,0,1
shuffling,0,0,0,0,0,0,0,0,0,0,1
inflation,0,0,0,1,0,1,0,0,0,0,1
nappy,0,0,1,0,0,1,0,0,0,0,1
tie,0,0,0,0,0,0,0,0,0,0,1
confined,1,0,1,1,0,1,0,1,0,0,1
vanished,0,0,0,1,0,1,0,1,1,0,1
furniture,0,0,0,0,0,0,0,0,0,0,1
snore,0,0,0,0,0,0,0,0,0,0,1
particle,0,0,0,0,0,0,0,0,0,0,1
subscribe,0,1,0,0,0,0,0,0,0,0,1
aqueous,0,0,0,0,0,0,0,0,0,0,1
exquisitely,0,0,0,0,0,0,1,0,0,0,1
bracelet,0,0,0,0,0,0,0,0,0,0,1
shelf,0,0,0,0,0,0,0,0,0,0,1
sanity,0,0,0,0,0,0,0,0,0,0,1
snort,0,0,0,0,0,0,0,1,0,0,1
tower,0,0,0,0,0,0,1,0,0,0,1
unbalanced,0,0,0,0,0,0,0,0,0,0,1
reduced,0,0,0,0,0,0,0,0,0,0,1
evergreen,0,0,0,0,1,0,1,0,0,1,1
deduct,0,0,0,0,0,1,0,0,0,0,1
joking,0,0,0,0,0,0,1,0,0,0,1
neuralgia,0,0,0,1,0,1,0,1,0,0,1
veracity,0,1,0,0,1,0,1,0,1,1,1
divestment,0,0,0,0,0,1,0,0,0,0,1
competition,0,1,0,0,0,1,0,0,0,0,1
perspiration,0,0,1,0,0,0,0,0,0,0,1
deduce,0,0,0,0,0,0,0,0,0,0,1
shortcoming,0,0,0,0,0,1,0,0,0,0,1
drake,0,0,0,0,0,0,0,0,0,0,1
reagent,0,0,0,0,0,0,0,0,0,0,1
table,0,0,0,0,0,0,0,0,0,0,1
canteen,0,0,0,0,0,0,0,0,0,0,1
musician,0,0,0,0,0,0,0,0,0,0,1
informant,0,0,0,0,0,0,0,0,0,0,1
superposition,0,0,0,0,0,0,0,0,0,0,1
provided,0,0,0,0,0,0,0,0,0,0,1
slice,0,0,0,0,0,0,0,0,0,0,1
tasteful,0,0,0,0,0,0,1,0,0,0,1
prolific,0,0,0,0,0,0,1,0,0,0,1
conic,0,0,0,0,0,0,0,0,0,0,1
unbelief,0,0,0,0,0,1,0,0,0,0,1
slick,0,0,0,0,0,0,0,0,0,0,1
legal,0,0,0,0,0,0,1,0,0,1,1
moon,0,0,0,0,0,0,0,0,0,0,1
depletion,0,0,0,0,0,0,0,0,0,0,1
moot,0,0,0,0,0,1,0,0,0,0,1
subjugation,1,0,1,1,0,1,0,1,0,0,1
worry,0,1,0,1,0,1,0,1,0,0,1
compulsion,1,0,0,0,0,1,0,0,0,0,1
ornamentation,0,0,0,0,0,0,0,0,0,0,1
metropolis,0,0,0,0,0,0,0,0,0,0,1
accueil,0,0,0,0,0,0,1,0,0,0,1
quit,0,0,0,0,0,1,0,0,0,0,1
itching,0,0,0,0,0,0,0,0,0,0,1
inspect,0,0,0,0,0,0,0,0,0,0,1
communicate,0,0,0,0,0,0,1,0,0,1,1
slaughter,1,0,1,1,0,1,0,1,1,0,1
voracious,0,0,0,0,0,0,0,0,0,0,1
journeyman,0,0,0,0,0,0,0,0,0,1,1
resurrection,0,0,0,0,0,0,0,0,0,0,1
purse,0,0,0,0,0,0,0,0,0,0,1
radiography,0,0,0,0,0,0,0,0,0,0,1
polity,0,0,0,0,0,0,0,0,0,0,1
jeep,0,0,0,0,0,0,0,0,0,0,1
stalemate,1,0,1,0,0,0,0,0,0,0,1
paralysis,1,1,0,1,0,1,0,1,0,0,1
shrimp,0,0,0,0,0,0,0,0,0,0,1
mutually,0,0,0,0,0,0,0,0,0,0,1
stand,0,0,0,0,0,0,0,0,0,0,1
determinable,0,0,0,0,0,0,0,0,0,0,1
discrimination,1,0,1,1,0,1,0,1,0,0,1
doze,0,0,0,0,0,0,0,0,0,0,1
tributary,0,1,0,0,0,0,1,0,0,0,1
yaw,0,0,0,0,0,0,0,0,0,0,1
amber,0,0,0,0,0,0,0,0,0,0,1
tribe,0,0,0,0,0,0,0,0,0,1,1
vicar,0,0,0,0,0,0,1,0,0,1,1
wasteful,1,0,1,0,0,1,0,1,0,0,1
communication,0,0,0,0,0,0,0,0,0,1,1
scores,0,0,0,0,0,0,0,0,0,0,1
garb,0,0,0,0,0,0,0,0,0,0,1
garner,0,0,0,0,0,0,0,0,0,0,1
annotate,0,0,0,0,0,0,0,0,0,0,1
spinal,0,0,0,0,0,0,0,0,0,0,1
accounts,0,0,0,0,0,0,0,0,0,1,1
troupe,0,0,0,0,0,0,0,0,0,0,1
syringe,0,0,0,1,0,0,0,0,0,0,1
abrogate,0,0,0,0,0,1,0,0,0,0,1
quiz,0,0,0,0,0,1,0,0,0,0,1
feudal,0,0,0,0,0,1,0,0,0,0,1
upstairs,0,0,0,0,0,0,0,0,0,0,1
weight,0,1,1,1,1,1,1,1,1,1,1
inadvertent,0,0,0,0,0,0,0,0,0,0,1
backwater,0,0,0,0,0,1,0,1,0,0,1
disposed,0,1,0,0,0,0,1,0,0,1,1
dispersion,0,0,0,0,0,1,0,0,0,0,1
detectable,0,0,0,0,0,0,0,0,0,0,1
thereabouts,0,0,0,0,0,0,0,0,0,0,1
house,0,0,0,0,0,0,0,0,0,0,1
dislocated,1,0,1,1,0,1,0,1,0,0,1
expatriate,0,0,0,0,0,1,0,0,0,0,1
condone,0,0,0,0,0,0,1,0,0,0,1
energy,0,0,0,0,0,0,0,0,0,0,1
mischief,0,0,0,0,0,1,0,0,0,0,1
jug,0,0,0,0,0,0,0,0,0,0,1
unmask,0,0,0,0,0,0,0,0,0,0,1
vested,0,0,0,0,0,0,0,0,0,0,1
tranquility,0,0,0,0,1,0,1,0,0,1,1
cabinet,0,0,0,0,0,0,1,0,0,1,1
radioactivity,0,0,0,0,0,0,0,0,0,0,1
strenuous,0,0,0,0,0,0,0,0,0,0,1
promote,0,0,0,0,0,0,0,0,0,0,1
terminus,0,0,0,0,0,0,0,0,0,0,1
fabricate,0,0,0,0,0,1,0,0,0,0,1
multiplicity,0,0,0,0,0,0,0,0,0,0,1
extermination,1,0,0,1,0,1,0,0,0,0,1
